expert,label_studio_filename,simplified_text,human_score,is_iaa,actual_image_filename,style
Expert_A,0047.png,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,0,False,0047_wikipedia_wikipedia_279_minimalistic.png,minimalistic
Expert_A,0050.png,What is it like to look at the last of something?,0,False,0050_onestopenglish_onestop_227_storybook.png,storybook
Expert_A,0051.png,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",0,False,0051_simpa_simpa_424_cartoon.png,cartoon
Expert_A,0054.png,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,2,False,0054_wikipedia_wikipedia_184_minimalistic.png,minimalistic
Expert_A,0059.png,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0059_asset_asset_207_artistic.png,artistic
Expert_A,0067.png,"It is really important for us to understand whatâ€™s happening in the housing market, and how this may be changing.",2,False,0067_simpa_simpa_122_geometric.png,geometric
Expert_A,0069_IAA.png,"He traveled over 200,000 miles. It was an achievement for those times.",2,True,0069_asset_asset_032_artistic.png,artistic
Expert_A,0071_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",4,True,0071_asset_asset_435_retro.png,retro
Expert_A,0072.png,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",5,False,0072_simpa_simpa_212_minimalistic.png,minimalistic
Expert_A,0075_IAA.png,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,3,True,0075_simpa_simpa_138_minimalistic.png,minimalistic
Expert_A,0077.png,Merelbeke is a municipality located in the Belgian province of East Flanders.,2,False,0077_wikipedia_wikipedia_101_cartoon.png,cartoon
Expert_A,0079_IAA.png,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0079_simpa_simpa_255_minimalistic.png,minimalistic
Expert_A,0081.png,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,5,False,0081_onestopenglish_onestop_363_geometric.png,geometric
Expert_A,0089_IAA.png,0 The Renault R 312 is a bus produced by Renault.,3,True,0089_wikipedia_wikipedia_265_3d rendered.png,3d rendered
Expert_A,0091.png,The report said that some waiters are made to pay a 15% administration fee on tips that customers pay by credit or debit card.,4,False,0091_onestopenglish_onestop_396_3d rendered.png,3d rendered
Expert_A,0095.png,MÃ¸rk is a Professor at the Norwegian Academy of Music.,4,False,0095_asset_asset_446_3d rendered.png,3d rendered
Expert_A,0098.png,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0098_onestopenglish_onestop_107_digital art.png,digital art
Expert_A,0099.png,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,2,False,0099_wikipedia_wikipedia_164_technical.png,technical
Expert_A,0101_IAA.png,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",1,True,0101_asset_asset_271_digital art.png,digital art
Expert_A,0104.png,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0104_wikipedia_wikipedia_071_storybook.png,storybook
Expert_A,0105.png,"ESCAL includes a range of services, projects, initiatives and strategies already being delivered to parents and young children across the city.",0,False,0105_simpa_simpa_288_3d rendered.png,3d rendered
Expert_A,0108.png,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,1,False,0108_wikipedia_wikipedia_100_technical.png,technical
Expert_A,0115_IAA.png,"One of the boyfriends wrote to me and said, Listen, shes not mad but Cynthia found out.",2,True,0115_onestopenglish_onestop_092_artistic.png,artistic
Expert_A,0116_IAA.png,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,2,True,0116_simpa_simpa_138_cartoon.png,cartoon
Expert_A,0119.png,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),2,False,0119_simpa_simpa_211_storybook.png,storybook
Expert_A,0124.png,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",1,False,0124_simpa_simpa_431_technical.png,technical
Expert_A,0125_IAA.png,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0125_simpa_simpa_255_digital art.png,digital art
Expert_A,0126.png,"The 2001 2008 Bionicle story arc was set in a world inhabited predominantly by part-organic, part-machine beings (most notably the Matoran)in a subterranean world, which exists in massive domes underground.",0,False,0126_wikipedia_wikipedia_446_digital art.png,digital art
Expert_A,0131.png,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0131_wikipedia_wikipedia_071_3d rendered.png,3d rendered
Expert_A,0133.png,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",0,False,0133_simpa_simpa_395_minimalistic.png,minimalistic
Expert_A,0134.png,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0134_wikipedia_wikipedia_187_digital art.png,digital art
Expert_A,0136.png,A local development is formed for Brightside Shiregreen by putting together high level plans.,1,False,0136_simpa_simpa_479_3d rendered.png,3d rendered
Expert_A,0140.png,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0140_asset_asset_207_retro.png,retro
Expert_A,0145_IAA.png,In Mask fetishism is persons wants to see another person wearing mask or taking off a mask.,0,True,0145_wikipedia_wikipedia_334_artistic.png,artistic
Expert_A,0149.png,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0149_wikipedia_wikipedia_164_minimalistic.png,minimalistic
Expert_A,0152.png,"Slocomb is a city in Geneva County, Alabama, United States.",0,False,0152_wikipedia_wikipedia_192_minimalistic.png,minimalistic
Expert_A,0155.png,"Kazuma Watanabe (born 10 August, 1986)is a Japanese football player. He plays for Yokohama F. Marinos and Japan national team.",3,False,0155_wikipedia_wikipedia_137_cartoon.png,cartoon
Expert_A,0157_IAA.png,"Cytomegalovirus (from the Greek cyto -, cell '', and - megalo -, large '')is a viral genus of the Herpesviruses group in humans it is commonly known as HCMV or Human Herpesvirus 5 (HHV-5).",1,True,0157_wikipedia_wikipedia_222_cartoon.png,cartoon
Expert_A,0161.png,The Beagle is a breed of small to medium-sized dog.,10,False,0161_wikipedia_wikipedia_338_retro.png,retro
Expert_A,0168.png,We think it was John D White in the US.,5,False,0168_onestopenglish_onestop_114_technical.png,technical
Expert_A,0171.png,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0171_wikipedia_wikipedia_051_3d rendered.png,3d rendered
Expert_A,0174.png,These layers turn the mirror into a thermal radiator.,1,False,0174_onestopenglish_onestop_382_storybook.png,storybook
Expert_A,0179.png,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,0,False,0179_simpa_simpa_260_digital art.png,digital art
Expert_A,0193_IAA.png,Planning requests need an accompanying signed declaration that equipment and setting up is in full agreement of the radio frequency (RF) public exposure guidelines.,0,True,0193_simpa_simpa_470_minimalistic.png,minimalistic
Expert_A,0197.png,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",0,False,0197_wikipedia_wikipedia_436_artistic.png,artistic
Expert_A,0201.png,"It is a fantasy world, based in a particular time in history.",2,False,0201_onestopenglish_onestop_364_3d rendered.png,3d rendered
Expert_A,0211.png,"The top manufacturers all want to work with him, he says, because they have the technology, they just find it difficult to sell it.",0,False,0211_onestopenglish_onestop_482_retro.png,retro
Expert_A,0216.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,3,False,0216_simpa_simpa_103_minimalistic.png,minimalistic
Expert_A,0218.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,0,False,0218_simpa_simpa_103_artistic.png,artistic
Expert_A,0220_IAA.png,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,10,True,0220_simpa_simpa_486_cartoon.png,cartoon
Expert_A,0221.png,"Silverwing is a best-selling novel, written by Kenneth Oppel, published in 1997 by Simon Schuster It tells the story of a group of silverwing bats.",5,False,0221_wikipedia_wikipedia_305_technical.png,technical
Expert_A,0224.png,Some magic words like END might also have the desired effect of doing nothing.,0,False,0224_wikipedia_wikipedia_144_digital art.png,digital art
Expert_A,0232.png,Berlei is a brand of women 's underwear and in particular bras and girdles.,1,False,0232_wikipedia_wikipedia_104_geometric.png,geometric
Expert_A,0236.png,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0236_wikipedia_wikipedia_051_storybook.png,storybook
Expert_A,0239_IAA.png,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0239_wikipedia_wikipedia_205_3d rendered.png,3d rendered
Expert_A,0240.png,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0240_onestopenglish_onestop_107_cartoon.png,cartoon
Expert_A,0244.png,Pedro flew a small airplane from Chile for the his first flight to pick up air mail from Mendoza.,1,False,0244_asset_asset_088_artistic.png,artistic
Expert_A,0256.png,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0256_wikipedia_wikipedia_164_geometric.png,geometric
Expert_A,0257_IAA.png,"His team found meningitis at Times Square, a trace of anthrax on the handhold of a train carriage and bacteria that cause bubonic plague on a rubbish bin and ticket machine at stations in uptown Manhattan.",1,True,0257_onestopenglish_onestop_029_geometric.png,geometric
Expert_A,0260_IAA.png,Planning requests need an accompanying signed declaration that equipment and setting up is in full agreement of the radio frequency (RF) public exposure guidelines.,0,True,0260_simpa_simpa_470_cartoon.png,cartoon
Expert_A,0271.png,Approximately ten percent of the known runestones tell about the travels and deaths of men abroad.,8,False,0271_asset_asset_182_technical.png,technical
Expert_A,0275.png,It is the largest non-spherical shaped moon in the solar system.,2,False,0275_asset_asset_036_minimalistic.png,minimalistic
Expert_A,0276_IAA.png,"The goods, buildings and services we choose to buy play an important role in contributing to viable development.",2,True,0276_simpa_simpa_269_3d rendered.png,3d rendered
Expert_A,0279_IAA.png,"Your child may be able to get support for travel. They can get this if they have a Statement of Special Educational Needs (SEN) or an Educational Health Care Plan (EHCP), or if they are being assessed for an EHCP.",0,True,0279_simpa_simpa_262_geometric.png,geometric
Expert_A,0285.png,A classic example of this is the replacement of the non-avian dinosaurs at the end of the Cretaceous with mammals in the Palaeocene.,8,False,0285_wikipedia_wikipedia_413_minimalistic.png,minimalistic
Expert_A,0286.png,"As of 2007, only 31 countries, or 16 of the 191 United Nations Member States, operated nuclear power plants.",0,False,0286_wikipedia_wikipedia_196_retro.png,retro
Expert_A,0288.png,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,0,False,0288_onestopenglish_onestop_198_geometric.png,geometric
Expert_A,0289.png,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0289_wikipedia_wikipedia_051_retro.png,retro
Expert_A,0291_IAA.png,"P re David 's Deer (Elaphurus davidianus,)Milu in Chinese (), is a species of deer known only in zoos.",9,True,0291_wikipedia_wikipedia_099_storybook.png,storybook
Expert_A,0295.png,We think it was John D White in the US.,0,False,0295_onestopenglish_onestop_114_digital art.png,digital art
Expert_A,0298.png,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,1,False,0298_wikipedia_wikipedia_279_realistic.png,realistic
Expert_A,0311_IAA.png,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0311_wikipedia_wikipedia_205_technical.png,technical
Expert_A,0323_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",0,True,0323_asset_asset_435_minimalistic.png,minimalistic
Expert_A,0332.png,Merelbeke is a municipality located in the Belgian province of East Flanders.,9,False,0332_wikipedia_wikipedia_101_technical.png,technical
Expert_A,0372_IAA.png,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",0,True,0372_asset_asset_271_technical.png,technical
Expert_A,0375.png,It is the largest non-spherical shaped moon in the solar system.,0,False,0375_asset_asset_036_geometric.png,geometric
Expert_A,0381_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",13,True,0381_asset_asset_435_geometric.png,geometric
Expert_A,0384_IAA.png,"He traveled over 200,000 miles. It was an achievement for those times.",7,True,0384_asset_asset_032_technical.png,technical
Expert_A,0391_IAA.png,"Your child may be able to get support for travel. They can get this if they have a Statement of Special Educational Needs (SEN) or an Educational Health Care Plan (EHCP), or if they are being assessed for an EHCP.",0,True,0391_simpa_simpa_262_artistic.png,artistic
Expert_A,0394.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,1,False,0394_simpa_simpa_103_cartoon.png,cartoon
Expert_A,0397.png,Merelbeke is a municipality located in the Belgian province of East Flanders.,0,False,0397_wikipedia_wikipedia_101_realistic.png,realistic
Expert_A,0403.png,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,2,False,0403_simpa_simpa_260_retro.png,retro
Expert_A,0415.png,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,0,False,0415_wikipedia_wikipedia_051_artistic.png,artistic
Expert_A,0428.png,Two eclipses by Psyche were seen in march and may of 2002.,2,False,0428_asset_asset_400_digital art.png,digital art
Expert_A,0438.png,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,8,False,0438_onestopenglish_onestop_363_realistic.png,realistic
Expert_A,0446_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",13,True,0446_asset_asset_435_storybook.png,storybook
Expert_A,0460_IAA.png,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),1,True,0460_simpa_simpa_255_3d rendered.png,3d rendered
Expert_A,0461_IAA.png,Many people called The 2002 Commonwealth Games a huge success with the stadium gaining positive reviews for its atmosphere and architectural design.,5,True,0461_wikipedia_wikipedia_107_retro.png,retro
Expert_A,0476.png,MÃ¸rk is a Professor at the Norwegian Academy of Music.,1,False,0476_asset_asset_446_cartoon.png,cartoon
Expert_A,0480.png,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,16,False,0480_wikipedia_wikipedia_164_realistic.png,realistic
Expert_A,0486.png,"Kazuma Watanabe (born 10 August, 1986)is a Japanese football player. He plays for Yokohama F. Marinos and Japan national team.",17,False,0486_wikipedia_wikipedia_137_retro.png,retro
Expert_A,0489.png,MÃ¸rk is a Professor at the Norwegian Academy of Music.,0,False,0489_asset_asset_446_artistic.png,artistic
Expert_A,0494.png,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0494_wikipedia_wikipedia_187_minimalistic.png,minimalistic
Expert_A,0505.png,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",12,False,0505_wikipedia_wikipedia_436_retro.png,retro
Expert_A,0509.png,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,0,False,0509_wikipedia_wikipedia_051_minimalistic.png,minimalistic
Expert_A,0520.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,0,False,0520_simpa_simpa_103_realistic.png,realistic
Expert_A,0523.png,A local development is formed for Brightside Shiregreen by putting together high level plans.,0,False,0523_simpa_simpa_479_geometric.png,geometric
Expert_A,0534.png,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,5,False,0534_wikipedia_wikipedia_100_3d rendered.png,3d rendered
Expert_A,0536.png,Approximately ten percent of the known runestones tell about the travels and deaths of men abroad.,1,False,0536_asset_asset_182_geometric.png,geometric
Expert_A,0538_IAA.png,"The goods, buildings and services we choose to buy play an important role in contributing to viable development.",1,True,0538_simpa_simpa_269_cartoon.png,cartoon
Expert_A,0541.png,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",1,False,0541_simpa_simpa_212_retro.png,retro
Expert_A,0542.png,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,2,False,0542_wikipedia_wikipedia_279_technical.png,technical
Expert_A,0551.png,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",3,False,0551_simpa_simpa_431_realistic.png,realistic
Expert_A,0562.png,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),1,False,0562_simpa_simpa_211_technical.png,technical
Expert_A,0564.png,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,13,False,0564_wikipedia_wikipedia_100_retro.png,retro
Expert_A,0568_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",8,True,0568_asset_asset_435_3d rendered.png,3d rendered
Expert_A,0570.png,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",5,False,0570_wikipedia_wikipedia_436_digital art.png,digital art
Expert_A,0578.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,0,False,0578_simpa_simpa_103_digital art.png,digital art
Expert_A,0583.png,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),10,False,0583_simpa_simpa_211_cartoon.png,cartoon
Expert_A,0584.png,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",5,False,0584_simpa_simpa_395_cartoon.png,cartoon
Expert_A,0585.png,These layers turn the mirror into a thermal radiator.,0,False,0585_onestopenglish_onestop_382_realistic.png,realistic
Expert_A,0594.png,What is it like to look at the last of something?,10,False,0594_onestopenglish_onestop_227_geometric.png,geometric
Expert_A,0615.png,"The top manufacturers all want to work with him, he says, because they have the technology, they just find it difficult to sell it.",1,False,0615_onestopenglish_onestop_482_artistic.png,artistic
Expert_A,0619.png,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,7,False,0619_onestopenglish_onestop_198_digital art.png,digital art
Expert_A,0620.png,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",5,False,0620_simpa_simpa_395_technical.png,technical
Expert_A,0623.png,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),1,False,0623_simpa_simpa_211_minimalistic.png,minimalistic
Expert_A,0626.png,"It is a fantasy world, based in a particular time in history.",9,False,0626_onestopenglish_onestop_364_retro.png,retro
Expert_A,0635.png,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",9,False,0635_asset_asset_207_digital art.png,digital art
Expert_A,0641_IAA.png,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,3,True,0641_simpa_simpa_486_retro.png,retro
Expert_A,0643.png,What is it like to look at the last of something?,0,False,0643_onestopenglish_onestop_227_retro.png,retro
Expert_A,0644.png,"Silverwing is a best-selling novel, written by Kenneth Oppel, published in 1997 by Simon Schuster It tells the story of a group of silverwing bats.",1,False,0644_wikipedia_wikipedia_305_minimalistic.png,minimalistic
Expert_A,0656.png,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,0,False,0656_simpa_simpa_260_3d rendered.png,3d rendered
Expert_A,0663_IAA.png,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,8,True,0663_simpa_simpa_486_technical.png,technical
Expert_A,0667.png,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,10,False,0667_wikipedia_wikipedia_184_realistic.png,realistic
Expert_A,0672_IAA.png,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0672_wikipedia_wikipedia_205_storybook.png,storybook
Expert_A,0678.png,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",0,False,0678_simpa_simpa_431_cartoon.png,cartoon
Expert_A,0680.png,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,1,False,0680_simpa_simpa_103_storybook.png,storybook
Expert_A,0697.png,A classic example of this is the replacement of the non-avian dinosaurs at the end of the Cretaceous with mammals in the Palaeocene.,8,False,0697_wikipedia_wikipedia_413_realistic.png,realistic
Expert_A,0720.png,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",5,False,0720_wikipedia_wikipedia_436_realistic.png,realistic
Expert_A,0741.png,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,3,False,0741_onestopenglish_onestop_198_cartoon.png,cartoon
Expert_A,0743_IAA.png,0 1970 (MCMLXX)was a common year starting on Thursday.,0,True,0743_wikipedia_wikipedia_314_geometric.png,geometric
Expert_A,0752.png,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0752_onestopenglish_onestop_107_storybook.png,storybook
Expert_A,0756.png,These layers turn the mirror into a thermal radiator.,3,False,0756_onestopenglish_onestop_382_technical.png,technical
Expert_A,0762_IAA.png,"Your child may be able to get support for travel. They can get this if they have a Statement of Special Educational Needs (SEN) or an Educational Health Care Plan (EHCP), or if they are being assessed for an EHCP.",0,True,0762_simpa_simpa_262_retro.png,retro
Expert_A,0765_IAA.png,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0765_wikipedia_wikipedia_205_digital art.png,digital art
Expert_A,0768_IAA.png,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",0,True,0768_asset_asset_271_retro.png,retro
Expert_A,0769.png,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0769_wikipedia_wikipedia_187_3d rendered.png,3d rendered
Expert_A,0773.png,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",0,False,0773_simpa_simpa_431_digital art.png,digital art
Expert_A,0778_IAA.png,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",0,True,0778_asset_asset_435_technical.png,technical
Expert_A,0798.png,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0798_asset_asset_207_geometric.png,geometric
Expert_A,0803.png,"The top manufacturers all want to work with him, he says, because they have the technology, they just find it difficult to sell it.",0,False,0803_onestopenglish_onestop_482_3d rendered.png,3d rendered
Expert_A,0805.png,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",3,False,0805_wikipedia_wikipedia_436_geometric.png,geometric
Expert_A,0808_IAA.png,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,0,True,0808_simpa_simpa_138_artistic.png,artistic
Expert_A,0812_IAA.png,0 The Renault R 312 is a bus produced by Renault.,1,True,0812_wikipedia_wikipedia_265_technical.png,technical
Expert_A,0813.png,It is the largest non-spherical shaped moon in the solar system.,0,False,0813_asset_asset_036_technical.png,technical
Expert_A,0814_IAA.png,Phoenix is a robotic spacecraft on a space exploration mission on Mars under the Mars Scout Program.,3,True,0814_wikipedia_wikipedia_322_technical.png,technical
Expert_A,0821.png,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,0,False,0821_wikipedia_wikipedia_100_artistic.png,artistic
Expert_A,0833.png,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0833_wikipedia_wikipedia_187_cartoon.png,cartoon
Expert_A,0837.png,We think it was John D White in the US.,1,False,0837_onestopenglish_onestop_114_cartoon.png,cartoon
Expert_A,0852.png,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",9,False,0852_simpa_simpa_424_3d rendered.png,3d rendered
Expert_A,0853_IAA.png,0 The Renault R 312 is a bus produced by Renault.,16,True,0853_wikipedia_wikipedia_265_artistic.png,artistic
Expert_A,0861.png,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",1,False,0861_onestopenglish_onestop_107_minimalistic.png,minimalistic
Expert_A,0870.png,Merelbeke is a municipality located in the Belgian province of East Flanders.,9,False,0870_wikipedia_wikipedia_101_3d rendered.png,3d rendered
