annotation_id,expert,label_studio_filename,actual_image_filename,image_path,dataset,dataset_id,style,lookup_key,simplified_text,human_score,is_iaa,clip_score,human_z,clip_z,human_expert_z,human_minmax,clip_minmax
15,Expert_A,0045.png,0045_wikipedia_wikipedia_413_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0045_wikipedia_wikipedia_413_3d rendered.png,wikipedia,413,3d rendered,wikipedia_413,A classic example of this is the replacement of the non-avian dinosaurs at the end of the Cretaceous with mammals in the Palaeocene.,0,False,0.2203448116779327,-1.4113142134122556,0.15644253151406032,-0.7752181224796945,0.0,0.5090051525109116
16,Expert_A,0047.png,0047_wikipedia_wikipedia_279_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0047_wikipedia_wikipedia_279_minimalistic.png,wikipedia,279,minimalistic,wikipedia_279,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,0,False,0.1626406908035278,-1.4113142134122556,-1.1914958392329051,-0.7752181224796945,0.0,0.28279225854571205
17,Expert_A,0050.png,0050_onestopenglish_onestop_227_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0050_onestopenglish_onestop_227_storybook.png,onestop,227,storybook,onestop_227,What is it like to look at the last of something?,0,False,0.185100570321083,-1.4113142134122556,-0.6668446887551062,-0.7752181224796945,0.0,0.37083994503302947
18,Expert_A,0051.png,0051_simpa_simpa_424_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0051_simpa_simpa_424_cartoon.png,simpa,424,cartoon,simpa_424,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",0,False,0.105157695710659,-1.4113142134122556,-2.53426882627456,-0.7752181224796945,0.0,0.05744622646513368
19,Expert_A,0054.png,0054_wikipedia_wikipedia_184_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0054_wikipedia_wikipedia_184_minimalistic.png,wikipedia,184,minimalistic,wikipedia_184,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,2,False,0.278668463230133,-0.8972471590027159,1.5188528179544105,-0.2618286373938041,0.11764705882352941,0.7376467435154327
20,Expert_A,0059.png,0059_asset_asset_207_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0059_asset_asset_207_artistic.png,asset,207,artistic,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0.2575516998767853,-1.4113142134122556,1.0255761652884097,-0.7752181224796945,0.0,0.6548643689301561
21,Expert_A,0067.png,0067_simpa_simpa_122_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0067_simpa_simpa_122_geometric.png,simpa,122,geometric,simpa_122,"It is really important for us to understand whatâ€™s happening in the housing market, and how this may be changing.",2,False,0.233200266957283,-0.8972471590027159,0.4567393072360871,-0.2618286373938041,0.11764705882352941,0.5594013754827778
22,Expert_A,0069_IAA.png,0069_asset_asset_032_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0069_asset_asset_032_artistic.png,asset,32,artistic,asset_032,"He traveled over 200,000 miles. It was an achievement for those times.",2,True,0.2723422050476074,-0.8972471590027159,1.3710747040474611,-0.2618286373938041,0.11764705882352941,0.7128464147043424
23,Expert_A,0071_IAA.png,0071_asset_asset_435_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0071_asset_asset_435_retro.png,asset,435,retro,asset_435,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",4,True,0.2101180702447891,-0.38318010459317625,-0.08244885053204482,0.25156084769208625,0.23529411764705882,0.46891406819371917
24,Expert_A,0072.png,0072_simpa_simpa_212_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0072_simpa_simpa_212_minimalistic.png,simpa,212,minimalistic,simpa_212,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",5,False,0.2128163278102874,-0.12614657738840646,-0.019418951599701775,0.5082555902350314,0.29411764705882354,0.47949183358214575
25,Expert_A,0075_IAA.png,0075_simpa_simpa_138_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0075_simpa_simpa_138_minimalistic.png,simpa,138,minimalistic,simpa_138,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,3,True,0.1838783770799636,-0.6402136317979461,-0.695394489726135,-0.005133894850858908,0.17647058823529413,0.3660486776873214
26,Expert_A,0077.png,0077_wikipedia_wikipedia_101_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0077_wikipedia_wikipedia_101_cartoon.png,wikipedia,101,cartoon,wikipedia_101,Merelbeke is a municipality located in the Belgian province of East Flanders.,2,False,0.2427588105201721,-0.8972471590027159,0.6800219331843764,-0.2618286373938041,0.11764705882352941,0.5968729766212792
27,Expert_A,0079_IAA.png,0079_simpa_simpa_255_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0079_simpa_simpa_255_minimalistic.png,simpa,255,minimalistic,simpa_255,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0.2255062460899353,-1.4113142134122556,0.2770109655635955,-0.7752181224796945,0.0,0.5292391149672838
28,Expert_A,0081.png,0081_onestopenglish_onestop_363_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0081_onestopenglish_onestop_363_geometric.png,onestop,363,geometric,onestop_363,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,5,False,0.1621695756912231,-0.12614657738840646,-1.2025008442012066,0.5082555902350314,0.29411764705882354,0.2809453832908728
29,Expert_A,0089_IAA.png,0089_wikipedia_wikipedia_265_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0089_wikipedia_wikipedia_265_3d rendered.png,wikipedia,265,3d rendered,wikipedia_265,0 The Renault R 312 is a bus produced by Renault.,3,True,0.2089650779962539,-0.6402136317979461,-0.10938215216499207,-0.005133894850858908,0.17647058823529413,0.4643940840174023
30,Expert_A,0091.png,0091_onestopenglish_onestop_396_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0091_onestopenglish_onestop_396_3d rendered.png,onestop,396,3d rendered,onestop_396,The report said that some waiters are made to pay a 15% administration fee on tips that customers pay by credit or debit card.,4,False,0.2682403028011322,-0.38318010459317625,1.275256392507607,0.25156084769208625,0.23529411764705882,0.6967660522644202
31,Expert_A,0095.png,0095_asset_asset_446_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0095_asset_asset_446_3d rendered.png,asset,446,3d rendered,asset_446,MÃ¸rk is a Professor at the Norwegian Academy of Music.,4,False,0.1908329129219055,-0.38318010459317625,-0.5329401351663976,0.25156084769208625,0.23529411764705882,0.3933119936368793
32,Expert_A,0098.png,0098_onestopenglish_onestop_107_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0098_onestopenglish_onestop_107_digital art.png,onestop,107,digital art,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0.112165480852127,-1.4113142134122556,-2.3705705956630085,-0.7752181224796945,0.0,0.08491829142541892
33,Expert_A,0099.png,0099_wikipedia_wikipedia_164_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0099_wikipedia_wikipedia_164_technical.png,wikipedia,164,technical,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,2,False,0.2028979063034057,-0.8972471590027159,-0.2511081398895084,-0.2618286373938041,0.11764705882352941,0.44060943144795817
34,Expert_A,0101_IAA.png,0101_asset_asset_271_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0101_asset_asset_271_digital art.png,asset,271,digital art,asset_271,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",1,True,0.291281521320343,-1.1542806862074857,1.813487320908873,-0.5185233799367492,0.058823529411764705,0.7870927159884862
35,Expert_A,0104.png,0104_wikipedia_wikipedia_071_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0104_wikipedia_wikipedia_071_storybook.png,wikipedia,71,storybook,wikipedia_071,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0.1078974455595016,-1.1542806862074857,-2.470269689097839,-0.5185233799367492,0.058823529411764705,0.0681866507650957
36,Expert_A,0105.png,0105_simpa_simpa_288_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0105_simpa_simpa_288_3d rendered.png,simpa,288,3d rendered,simpa_288,"ESCAL includes a range of services, projects, initiatives and strategies already being delivered to parents and young children across the city.",0,False,0.1807387024164199,-1.4113142134122556,-0.7687356633983571,-0.7752181224796945,0.0,0.3537404598167938
37,Expert_A,0108.png,0108_wikipedia_wikipedia_100_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0108_wikipedia_wikipedia_100_technical.png,wikipedia,100,technical,wikipedia_100,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,1,False,0.2057647556066513,-1.1542806862074857,-0.18414002530017412,-0.5185233799367492,0.058823529411764705,0.45184811367068584
38,Expert_A,0115_IAA.png,0115_onestopenglish_onestop_092_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0115_onestopenglish_onestop_092_artistic.png,onestop,92,artistic,onestop_092,"One of the boyfriends wrote to me and said, Listen, shes not mad but Cynthia found out.",2,True,0.1410437375307083,-0.8972471590027159,-1.6959894796615425,-0.2618286373938041,0.11764705882352941,0.19812743345793066
39,Expert_A,0116_IAA.png,0116_simpa_simpa_138_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0116_simpa_simpa_138_cartoon.png,simpa,138,cartoon,simpa_138,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,2,True,0.2692235708236694,-0.8972471590027159,1.2982250241446975,-0.2618286373938041,0.11764705882352941,0.7006206800024581
40,Expert_A,0119.png,0119_simpa_simpa_211_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0119_simpa_simpa_211_storybook.png,simpa,211,storybook,simpa_211,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),2,False,0.2359045594930648,-0.8972471590027159,0.519910179947914,-0.2618286373938041,0.11764705882352941,0.5700027992871397
41,Expert_A,0124.png,0124_simpa_simpa_431_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0124_simpa_simpa_431_technical.png,simpa,431,technical,simpa_431,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",1,False,0.187316209077835,-1.1542806862074857,-0.6150885151805979,-0.5185233799367492,0.058823529411764705,0.3795257381367355
42,Expert_A,0125_IAA.png,0125_simpa_simpa_255_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0125_simpa_simpa_255_digital art.png,simpa,255,digital art,simpa_255,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0.2852769494056701,-1.4113142134122556,1.6732236315735203,-0.7752181224796945,0.0,0.7635534683705087
43,Expert_A,0126.png,0126_wikipedia_wikipedia_446_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0126_wikipedia_wikipedia_446_digital art.png,wikipedia,446,digital art,wikipedia_446,"The 2001 2008 Bionicle story arc was set in a world inhabited predominantly by part-organic, part-machine beings (most notably the Matoran)in a subterranean world, which exists in massive domes underground.",0,False,0.2093319445848465,-1.4113142134122556,-0.10081233870599644,-0.7752181224796945,0.0,0.46583228204290034
44,Expert_A,0131.png,0131_wikipedia_wikipedia_071_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0131_wikipedia_wikipedia_071_3d rendered.png,wikipedia,71,3d rendered,wikipedia_071,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0.1172628700733184,-1.1542806862074857,-2.251498224093034,-0.5185233799367492,0.058823529411764705,0.10490118259366794
45,Expert_A,0133.png,0133_simpa_simpa_395_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0133_simpa_simpa_395_minimalistic.png,simpa,395,minimalistic,simpa_395,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",0,False,0.225844457745552,-1.4113142134122556,0.2849114146325948,-0.7752181224796945,0.0,0.5305649793289702
46,Expert_A,0134.png,0134_wikipedia_wikipedia_187_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0134_wikipedia_wikipedia_187_digital art.png,wikipedia,187,digital art,wikipedia_187,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0.1682610064744949,-1.4113142134122556,-1.060208176691505,-0.7752181224796945,0.0,0.3048251368507927
47,Expert_A,0136.png,0136_simpa_simpa_479_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0136_simpa_simpa_479_3d rendered.png,simpa,479,3d rendered,simpa_479,A local development is formed for Brightside Shiregreen by putting together high level plans.,1,False,0.1596600115299224,-1.1542806862074857,-1.2611229629616894,-0.5185233799367492,0.058823529411764705,0.2711073377073557
48,Expert_A,0140.png,0140_asset_asset_207_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0140_asset_asset_207_retro.png,asset,207,retro,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0.309357225894928,-1.4113142134122556,2.235726415884441,-0.7752181224796945,0.0,0.8579534687443704
49,Expert_A,0145_IAA.png,0145_wikipedia_wikipedia_334_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0145_wikipedia_wikipedia_334_artistic.png,wikipedia,334,artistic,wikipedia_334,In Mask fetishism is persons wants to see another person wearing mask or taking off a mask.,0,True,0.1195621788501739,-1.4113142134122556,-2.1977875621930876,-0.7752181224796945,0.0,0.11391498064916825
50,Expert_A,0149.png,0149_wikipedia_wikipedia_164_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0149_wikipedia_wikipedia_164_minimalistic.png,wikipedia,164,minimalistic,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0.1883916109800338,-1.4113142134122556,-0.5899676838433858,-0.7752181224796945,0.0,0.3837415510247189
51,Expert_A,0152.png,0152_wikipedia_wikipedia_192_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0152_wikipedia_wikipedia_192_minimalistic.png,wikipedia,192,minimalistic,wikipedia_192,"Slocomb is a city in Geneva County, Alabama, United States.",0,False,0.1230248212814331,-1.4113142134122556,-2.116902028776338,-0.7752181224796945,0.0,0.12748930347520537
52,Expert_A,0155.png,0155_wikipedia_wikipedia_137_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0155_wikipedia_wikipedia_137_cartoon.png,wikipedia,137,cartoon,wikipedia_137,"Kazuma Watanabe (born 10 August, 1986)is a Japanese football player. He plays for Yokohama F. Marinos and Japan national team.",3,False,0.23146453499794,-0.6402136317979461,0.41619350783949677,-0.005133894850858908,0.17647058823529413,0.5525969229805818
53,Expert_A,0157_IAA.png,0157_wikipedia_wikipedia_222_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0157_wikipedia_wikipedia_222_cartoon.png,wikipedia,222,cartoon,wikipedia_222,"Cytomegalovirus (from the Greek cyto -, cell '', and - megalo -, large '')is a viral genus of the Herpesviruses group in humans it is commonly known as HCMV or Human Herpesvirus 5 (HHV-5).",1,True,0.2242204248905182,-1.1542806862074857,0.24697484844837936,-0.5185233799367492,0.058823529411764705,0.5241984119770237
54,Expert_A,0161.png,0161_wikipedia_wikipedia_338_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0161_wikipedia_wikipedia_338_retro.png,wikipedia,338,retro,wikipedia_338,The Beagle is a breed of small to medium-sized dog.,10,False,0.2606959939002991,1.1590210586354426,1.099025244816533,1.7917293029497574,0.5882352941176471,0.6671906957116466
55,Expert_A,0168.png,0168_onestopenglish_onestop_114_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0168_onestopenglish_onestop_114_technical.png,onestop,114,technical,onestop_114,We think it was John D White in the US.,5,False,0.1830326914787292,-0.12614657738840646,-0.7151492672744003,0.5082555902350314,0.29411764705882354,0.36273340341676596
56,Expert_A,0171.png,0171_wikipedia_wikipedia_051_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0171_wikipedia_wikipedia_051_3d rendered.png,wikipedia,51,3d rendered,wikipedia_051,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0.1043258160352706,-0.8972471590027159,-2.5537011045470455,-0.2618286373938041,0.11764705882352941,0.05418507447201994
57,Expert_A,0174.png,0174_onestopenglish_onestop_382_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0174_onestopenglish_onestop_382_storybook.png,onestop,382,storybook,onestop_382,These layers turn the mirror into a thermal radiator.,1,False,0.1905126422643661,-1.1542806862074857,-0.5404214918144147,-0.5185233799367492,0.058823529411764705,0.39205646194873844
58,Expert_A,0179.png,0179_simpa_simpa_260_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0179_simpa_simpa_260_digital art.png,simpa,260,digital art,simpa_260,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,0,False,0.2163145393133163,-1.4113142134122556,0.062297456907486906,-0.7752181224796945,0.0,0.4932055950225964
59,Expert_A,0193_IAA.png,0193_simpa_simpa_470_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0193_simpa_simpa_470_minimalistic.png,simpa,470,minimalistic,simpa_470,Planning requests need an accompanying signed declaration that equipment and setting up is in full agreement of the radio frequency (RF) public exposure guidelines.,0,True,0.2581348717212677,-1.4113142134122556,1.0391987574708306,-0.7752181224796945,0.0,0.6571505313154479
