annotation_id,expert,label_studio_filename,actual_image_filename,image_path,dataset,dataset_id,style,lookup_key,simplified_text,human_score,is_iaa,clip_score
10,Expert_A,0032_IAA.png,0032_wikipedia_wikipedia_222_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0032_wikipedia_wikipedia_222_digital art.png,wikipedia,222,digital art,wikipedia_222,"Cytomegalovirus (from the Greek cyto -, cell '', and - megalo -, large '')is a viral genus of the Herpesviruses group in humans it is commonly known as HCMV or Human Herpesvirus 5 (HHV-5).",0,True,0.21554583311080933
11,Expert_A,0035_IAA.png,0035_wikipedia_wikipedia_314_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0035_wikipedia_wikipedia_314_retro.png,wikipedia,314,retro,wikipedia_314,0 1970 (MCMLXX)was a common year starting on Thursday.,0,True,0.2366432398557663
12,Expert_A,0037.png,0037_onestopenglish_onestop_107_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0037_onestopenglish_onestop_107_artistic.png,onestop,107,artistic,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",1,False,0.1309807002544403
13,Expert_A,0040.png,0040_wikipedia_wikipedia_279_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0040_wikipedia_wikipedia_279_3d rendered.png,wikipedia,279,3d rendered,wikipedia_279,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,0,False,0.17298883199691772
14,Expert_A,0042_IAA.png,0042_asset_asset_172_realistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0042_asset_asset_172_realistic.png,asset,172,realistic,asset_172,The Japanese Clouded Salamander is a kind of salamander in the Hynobiidae family.,12,True,0.28311988711357117
15,Expert_A,0045.png,0045_wikipedia_wikipedia_413_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0045_wikipedia_wikipedia_413_3d rendered.png,wikipedia,413,3d rendered,wikipedia_413,A classic example of this is the replacement of the non-avian dinosaurs at the end of the Cretaceous with mammals in the Palaeocene.,0,False,0.22034481167793274
16,Expert_A,0047.png,0047_wikipedia_wikipedia_279_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0047_wikipedia_wikipedia_279_minimalistic.png,wikipedia,279,minimalistic,wikipedia_279,Saint-Julien-sur-Calonne is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,0,False,0.16264069080352783
17,Expert_A,0050.png,0050_onestopenglish_onestop_227_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0050_onestopenglish_onestop_227_storybook.png,onestop,227,storybook,onestop_227,What is it like to look at the last of something?,0,False,0.18510057032108307
18,Expert_A,0051.png,0051_simpa_simpa_424_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0051_simpa_simpa_424_cartoon.png,simpa,424,cartoon,simpa_424,"The Peace Gardens form the central part of a wonderful walk, taking visitors from Sheffield Railway Station through a series of exciting new developments. Each development has its own distinctive lighting, public art and water features.",0,False,0.10515769571065903
19,Expert_A,0054.png,0054_wikipedia_wikipedia_184_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0054_wikipedia_wikipedia_184_minimalistic.png,wikipedia,184,minimalistic,wikipedia_184,The Royal Canadian Navy (RCN)was the navy of Canada from 1911 to 1968.,2,False,0.27866846323013306
20,Expert_A,0059.png,0059_asset_asset_207_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0059_asset_asset_207_artistic.png,asset,207,artistic,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0.2575516998767853
21,Expert_A,0067.png,0067_simpa_simpa_122_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0067_simpa_simpa_122_geometric.png,simpa,122,geometric,simpa_122,"It is really important for us to understand whatâ€™s happening in the housing market, and how this may be changing.",2,False,0.23320026695728302
22,Expert_A,0069_IAA.png,0069_asset_asset_032_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0069_asset_asset_032_artistic.png,asset,032,artistic,asset_032,"He traveled over 200,000 miles. It was an achievement for those times.",2,True,0.2723422050476074
23,Expert_A,0071_IAA.png,0071_asset_asset_435_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0071_asset_asset_435_retro.png,asset,435,retro,asset_435,"Platform game, or platformer, is a video game genre where characters jump to and from suspended platforms or over obstacles.",4,True,0.21011807024478912
24,Expert_A,0072.png,0072_simpa_simpa_212_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0072_simpa_simpa_212_minimalistic.png,simpa,212,minimalistic,simpa_212,"You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.",5,False,0.21281632781028748
25,Expert_A,0075_IAA.png,0075_simpa_simpa_138_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0075_simpa_simpa_138_minimalistic.png,simpa,138,minimalistic,simpa_138,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,3,True,0.18387837707996368
26,Expert_A,0077.png,0077_wikipedia_wikipedia_101_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0077_wikipedia_wikipedia_101_cartoon.png,wikipedia,101,cartoon,wikipedia_101,Merelbeke is a municipality located in the Belgian province of East Flanders.,2,False,0.24275881052017212
27,Expert_A,0079_IAA.png,0079_simpa_simpa_255_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0079_simpa_simpa_255_minimalistic.png,simpa,255,minimalistic,simpa_255,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0.2255062460899353
28,Expert_A,0081.png,0081_onestopenglish_onestop_363_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0081_onestopenglish_onestop_363_geometric.png,onestop,363,geometric,onestop_363,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,5,False,0.16216957569122314
29,Expert_A,0089_IAA.png,0089_wikipedia_wikipedia_265_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0089_wikipedia_wikipedia_265_3d rendered.png,wikipedia,265,3d rendered,wikipedia_265,0 The Renault R 312 is a bus produced by Renault.,3,True,0.20896507799625397
30,Expert_A,0091.png,0091_onestopenglish_onestop_396_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0091_onestopenglish_onestop_396_3d rendered.png,onestop,396,3d rendered,onestop_396,The report said that some waiters are made to pay a 15% administration fee on tips that customers pay by credit or debit card.,4,False,0.2682403028011322
31,Expert_A,0095.png,0095_asset_asset_446_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0095_asset_asset_446_3d rendered.png,asset,446,3d rendered,asset_446,MÃ¸rk is a Professor at the Norwegian Academy of Music.,4,False,0.19083291292190552
32,Expert_A,0098.png,0098_onestopenglish_onestop_107_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0098_onestopenglish_onestop_107_digital art.png,onestop,107,digital art,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0.11216548085212708
33,Expert_A,0099.png,0099_wikipedia_wikipedia_164_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0099_wikipedia_wikipedia_164_technical.png,wikipedia,164,technical,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,2,False,0.20289790630340576
34,Expert_A,0101_IAA.png,0101_asset_asset_271_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0101_asset_asset_271_digital art.png,asset,271,digital art,asset_271,"In March 2001, the World Wrestling Federation bought World Championship Wrestling.",1,True,0.291281521320343
35,Expert_A,0104.png,0104_wikipedia_wikipedia_071_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0104_wikipedia_wikipedia_071_storybook.png,wikipedia,071,storybook,wikipedia_071,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0.10789744555950165
36,Expert_A,0105.png,0105_simpa_simpa_288_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0105_simpa_simpa_288_3d rendered.png,simpa,288,3d rendered,simpa_288,"ESCAL includes a range of services, projects, initiatives and strategies already being delivered to parents and young children across the city.",0,False,0.18073870241641998
37,Expert_A,0108.png,0108_wikipedia_wikipedia_100_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0108_wikipedia_wikipedia_100_technical.png,wikipedia,100,technical,wikipedia_100,Courfaivre is a municipality of the district of Del mont in the canton of Jura in Switzerland.,1,False,0.2057647556066513
38,Expert_A,0115_IAA.png,0115_onestopenglish_onestop_092_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0115_onestopenglish_onestop_092_artistic.png,onestop,092,artistic,onestop_092,"One of the boyfriends wrote to me and said, Listen, shes not mad but Cynthia found out.",2,True,0.1410437375307083
39,Expert_A,0116_IAA.png,0116_simpa_simpa_138_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0116_simpa_simpa_138_cartoon.png,simpa,138,cartoon,simpa_138,A collector's licence allows the holder to work as a mobile collector in the area of the relevant local force. It also allows them to collect any scrap metal as they see fit.,2,True,0.26922357082366943
40,Expert_A,0119.png,0119_simpa_simpa_211_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0119_simpa_simpa_211_storybook.png,simpa,211,storybook,simpa_211,You can only stay for 2 hours in on-street pay and display bays in the city centre with your green permit (with the exception of pay and displays in Central Zone 3 where there is no time limit),2,False,0.23590455949306488
41,Expert_A,0124.png,0124_simpa_simpa_431_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0124_simpa_simpa_431_technical.png,simpa,431,technical,simpa_431,"In July 2017, the Council worked with Sheffield University to carry out independent tests on the cladding of 20 council tower blocks in Sheffield.",1,False,0.18731620907783508
42,Expert_A,0125_IAA.png,0125_simpa_simpa_255_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0125_simpa_simpa_255_digital art.png,simpa,255,digital art,simpa_255,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),0,True,0.28527694940567017
43,Expert_A,0126.png,0126_wikipedia_wikipedia_446_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0126_wikipedia_wikipedia_446_digital art.png,wikipedia,446,digital art,wikipedia_446,"The 2001 2008 Bionicle story arc was set in a world inhabited predominantly by part-organic, part-machine beings (most notably the Matoran)in a subterranean world, which exists in massive domes underground.",0,False,0.2093319445848465
44,Expert_A,0131.png,0131_wikipedia_wikipedia_071_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0131_wikipedia_wikipedia_071_3d rendered.png,wikipedia,071,3d rendered,wikipedia_071,"Ernestine Jane Geraldine Russell, known simply as Jane Russell (21 June 1921 - 28 February 2011)was an American actress, born in Minnesota.",1,False,0.11726287007331848
45,Expert_A,0133.png,0133_simpa_simpa_395_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0133_simpa_simpa_395_minimalistic.png,simpa,395,minimalistic,simpa_395,"The Phase 1 Study was completed on 9 November 2012. It provides a first assessment of emissions only from transport. It considers the main contributors to these emissions, and the likely impact of improvements to the vehicle fleet by 2015.",0,False,0.22584445774555206
46,Expert_A,0134.png,0134_wikipedia_wikipedia_187_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0134_wikipedia_wikipedia_187_digital art.png,wikipedia,187,digital art,wikipedia_187,"One of its first successes was the European Convention on Human Rights in 1950, which serves as the basis for the European Court of Human Rights.",0,False,0.16826100647449493
47,Expert_A,0136.png,0136_simpa_simpa_479_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0136_simpa_simpa_479_3d rendered.png,simpa,479,3d rendered,simpa_479,A local development is formed for Brightside Shiregreen by putting together high level plans.,1,False,0.15966001152992249
48,Expert_A,0140.png,0140_asset_asset_207_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0140_asset_asset_207_retro.png,asset,207,retro,asset_207,"The museum, Pearson Field, and Fort Vancouver National Historic Site, are part of the Vancouver National Historic Reserve.",0,False,0.309357225894928
49,Expert_A,0145_IAA.png,0145_wikipedia_wikipedia_334_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0145_wikipedia_wikipedia_334_artistic.png,wikipedia,334,artistic,wikipedia_334,In Mask fetishism is persons wants to see another person wearing mask or taking off a mask.,0,True,0.11956217885017395
50,Expert_A,0149.png,0149_wikipedia_wikipedia_164_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0149_wikipedia_wikipedia_164_minimalistic.png,wikipedia,164,minimalistic,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0.18839161098003387
51,Expert_A,0152.png,0152_wikipedia_wikipedia_192_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0152_wikipedia_wikipedia_192_minimalistic.png,wikipedia,192,minimalistic,wikipedia_192,"Slocomb is a city in Geneva County, Alabama, United States.",0,False,0.1230248212814331
52,Expert_A,0155.png,0155_wikipedia_wikipedia_137_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0155_wikipedia_wikipedia_137_cartoon.png,wikipedia,137,cartoon,wikipedia_137,"Kazuma Watanabe (born 10 August, 1986)is a Japanese football player. He plays for Yokohama F. Marinos and Japan national team.",3,False,0.23146453499794006
53,Expert_A,0157_IAA.png,0157_wikipedia_wikipedia_222_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0157_wikipedia_wikipedia_222_cartoon.png,wikipedia,222,cartoon,wikipedia_222,"Cytomegalovirus (from the Greek cyto -, cell '', and - megalo -, large '')is a viral genus of the Herpesviruses group in humans it is commonly known as HCMV or Human Herpesvirus 5 (HHV-5).",1,True,0.2242204248905182
54,Expert_A,0161.png,0161_wikipedia_wikipedia_338_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0161_wikipedia_wikipedia_338_retro.png,wikipedia,338,retro,wikipedia_338,The Beagle is a breed of small to medium-sized dog.,10,False,0.2606959939002991
55,Expert_A,0168.png,0168_onestopenglish_onestop_114_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0168_onestopenglish_onestop_114_technical.png,onestop,114,technical,onestop_114,We think it was John D White in the US.,5,False,0.18303269147872925
56,Expert_A,0171.png,0171_wikipedia_wikipedia_051_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0171_wikipedia_wikipedia_051_3d rendered.png,wikipedia,051,3d rendered,wikipedia_051,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0.10432581603527069
57,Expert_A,0174.png,0174_onestopenglish_onestop_382_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0174_onestopenglish_onestop_382_storybook.png,onestop,382,storybook,onestop_382,These layers turn the mirror into a thermal radiator.,1,False,0.19051264226436615
58,Expert_A,0179.png,0179_simpa_simpa_260_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0179_simpa_simpa_260_digital art.png,simpa,260,digital art,simpa_260,Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,0,False,0.21631453931331635
59,Expert_A,0193_IAA.png,0193_simpa_simpa_470_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0193_simpa_simpa_470_minimalistic.png,simpa,470,minimalistic,simpa_470,Planning requests need an accompanying signed declaration that equipment and setting up is in full agreement of the radio frequency (RF) public exposure guidelines.,0,True,0.2581348717212677
60,Expert_A,0197.png,0197_wikipedia_wikipedia_436_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0197_wikipedia_wikipedia_436_artistic.png,wikipedia,436,artistic,wikipedia_436,"Summer Olympics 0 The 1896 Summer Olympics, officially known as the Games of the I Olympiad, were celebrated in Athens, Greece from April 6, through April 15.",0,False,0.20066475868225098
61,Expert_A,0201.png,0201_onestopenglish_onestop_364_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0201_onestopenglish_onestop_364_3d rendered.png,onestop,364,3d rendered,onestop_364,"It is a fantasy world, based in a particular time in history.",2,False,0.21596981585025787
62,Expert_A,0211.png,0211_onestopenglish_onestop_482_retro.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0211_onestopenglish_onestop_482_retro.png,onestop,482,retro,onestop_482,"The top manufacturers all want to work with him, he says, because they have the technology, they just find it difficult to sell it.",0,False,0.16096435487270355
63,Expert_A,0216.png,0216_simpa_simpa_103_minimalistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0216_simpa_simpa_103_minimalistic.png,simpa,103,minimalistic,simpa_103,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,3,False,0.2679148018360138
64,Expert_A,0218.png,0218_simpa_simpa_103_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0218_simpa_simpa_103_artistic.png,simpa,103,artistic,simpa_103,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,0,False,0.2396831214427948
65,Expert_A,0220_IAA.png,0220_simpa_simpa_486_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0220_simpa_simpa_486_cartoon.png,simpa,486,cartoon,simpa_486,It has 6 training rooms that have been designed to help people give presentations including the Smart Board for interactive learning.,10,True,0.22150425612926483
66,Expert_A,0221.png,0221_wikipedia_wikipedia_305_technical.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0221_wikipedia_wikipedia_305_technical.png,wikipedia,305,technical,wikipedia_305,"Silverwing is a best-selling novel, written by Kenneth Oppel, published in 1997 by Simon Schuster It tells the story of a group of silverwing bats.",5,False,0.25146961212158203
67,Expert_A,0224.png,0224_wikipedia_wikipedia_144_digital art.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0224_wikipedia_wikipedia_144_digital art.png,wikipedia,144,digital art,wikipedia_144,Some magic words like END might also have the desired effect of doing nothing.,0,False,0.2030084729194641
68,Expert_A,0232.png,0232_wikipedia_wikipedia_104_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0232_wikipedia_wikipedia_104_geometric.png,wikipedia,104,geometric,wikipedia_104,Berlei is a brand of women 's underwear and in particular bras and girdles.,1,False,0.24630606174468994
69,Expert_A,0236.png,0236_wikipedia_wikipedia_051_storybook.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0236_wikipedia_wikipedia_051_storybook.png,wikipedia,051,storybook,wikipedia_051,Satovski 0 212929 Satovski (provisional designation 2008 AD112)is a main belt asteroid.,2,False,0.14587511122226715
70,Expert_A,0239_IAA.png,0239_wikipedia_wikipedia_205_3d rendered.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0239_wikipedia_wikipedia_205_3d rendered.png,wikipedia,205,3d rendered,wikipedia_205,"This subtemplate of is used to determine the length of the input, up to 10 characters in length.",0,True,0.18225538730621338
71,Expert_A,0240.png,0240_onestopenglish_onestop_107_cartoon.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0240_onestopenglish_onestop_107_cartoon.png,onestop,107,cartoon,onestop_107,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0,False,0.11199951171875
72,Expert_A,0244.png,0244_asset_asset_088_artistic.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0244_asset_asset_088_artistic.png,asset,088,artistic,asset_088,Pedro flew a small airplane from Chile for the his first flight to pick up air mail from Mendoza.,1,False,0.3115083575248718
73,Expert_A,0256.png,0256_wikipedia_wikipedia_164_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0256_wikipedia_wikipedia_164_geometric.png,wikipedia,164,geometric,wikipedia_164,Victor Amadeus I (8 May 1587 7 October 1637)was the Duke of Savoy from 1630 to 1637.,0,False,0.11691300570964813
74,Expert_A,0257_IAA.png,0257_onestopenglish_onestop_029_geometric.png,C:\Users\SouayedBelkiss\OneDrive - gae\Desktop\Thesis\phase3_label_studio\2000_set_shuffled\0257_onestopenglish_onestop_029_geometric.png,onestop,029,geometric,onestop_029,"His team found meningitis at Times Square, a trace of anthrax on the handhold of a train carriage and bacteria that cause bubonic plague on a rubbish bin and ticket machine at stations in uptown Manhattan.",1,True,0.20027709007263184
